Date,Station,Temperature,Precipitation,Humidity,WindSpeed,WeatherCondition
2020-01-01,Station1,6.653288204019383,0.0,64.42175046945636,9.562955091259447,Partly Cloudy
2020-01-02,Station1,-2.031371831449847,2.9884695094414115,85.4928432303184,6.502073985224934,Cloudy
2020-01-03,Station1,-6.428333018832655,0.0,90.45686897765738,3.4868729861013614,Snow
2020-01-04,Station1,31.471383103480555,0.0,98.35244206025688,17.288559112704146,Partly Cloudy
2020-01-05,Station1,34.22087715306592,0.0,89.58997176217994,12.807423916846506,Snow
2020-01-06,Station1,-9.408721442826328,7.052614703049991,84.39873160707897,15.097474347443441,Rain
2020-01-07,Station1,21.84855274256257,0.3453797969338468,48.33238120218927,12.910798032860729,Cloudy
2020-01-08,Station1,0.9298541880795543,6.769554813504693,76.74511699075062,18.28763720023587,Cloudy
2020-01-09,Station1,31.876228929371635,0.0,47.703066014500294,3.9755304409073355,Partly Cloudy
2020-01-10,Station1,-5.6387243974504555,0.0,48.468788418853464,10.77045798875666,Sunny
2020-01-11,Station1,26.787444663070318,4.463498719431508,44.9811260332476,7.007736713938595,Partly Cloudy
2020-01-12,Station1,10.233860568426078,0.0,63.55854313723873,16.138495771862654,Cloudy
2020-01-13,Station1,-3.5449826719263475,9.350654974361367,78.04614332073382,17.41348627434903,Snow
2020-01-14,Station1,17.79633422096646,0.0,50.30682463380972,5.2093857620215385,Rain
2020-01-15,Station1,-0.9727792583847883,0.0,79.17537823884723,3.421607179633366,Partly Cloudy
2020-01-16,Station1,8.164346017937628,0.0,58.85049143746529,1.7582535139776323,Rain
2020-01-17,Station1,-3.2801951209008076,0.0,30.74445751651548,18.876956791434537,Sunny
2020-01-18,Station1,18.91888659229916,9.334194423953544,31.385051587274727,19.417885169744256,Cloudy
2020-01-19,Station1,-4.789985406279424,0.20874692045883547,63.403948863899444,10.156713736881432,Sunny
2020-01-20,Station1,-6.473865292392373,0.0,62.66164578252309,11.59516602031297,Rain
2020-01-21,Station1,14.279837880580306,3.140832875745132,65.73746433593202,11.605931311186772,Rain
2020-01-22,Station1,9.629386442805387,0.0,86.8145835750237,16.953984040993735,Rain
2020-01-23,Station1,22.058454023742968,2.991767953580351,43.79171068020552,1.2695394534223325,Sunny
2020-01-24,Station1,7.353213716283765,0.0,48.72429783565174,4.492981778473686,Rain
2020-01-25,Station1,14.891593362927683,0.0,60.83223672121011,15.545733362152525,Snow
2020-01-26,Station1,13.430984017195495,0.0,60.33468865303752,4.123499881611736,Snow
2020-01-27,Station1,-8.712060876271469,0.0,59.27103038568691,3.713379616854575,Sunny
2020-01-28,Station1,18.810136726727965,0.0,99.33911391190566,6.41202755446036,Partly Cloudy
2020-01-29,Station1,31.37673316420404,0.0,99.98288652075959,5.881904518671228,Snow
2020-01-30,Station1,4.038794448632853,0.0,57.56759610655095,10.852233541911707,Partly Cloudy
2020-01-31,Station1,14.089607641248534,0.0,60.06700079599406,14.215676419195995,Rain
2020-02-01,Station1,1.0459925883190788,0.0,57.15942540437496,5.737688010636952,Cloudy
2020-02-02,Station1,32.89364401657909,0.0,61.141267370429325,4.844985905265975,Snow
2020-02-03,Station1,31.59705100167824,0.0,37.138118670692826,14.667371223860755,Cloudy
2020-02-04,Station1,12.893145221965561,0.0,38.24922363142814,11.09611905308833,Cloudy
2020-02-05,Station1,34.71177014017625,6.886959930959879,85.46799347854144,16.910709323147728,Sunny
2020-02-06,Station1,15.685458765622492,0.0,85.27060670208587,8.833359613407366,Sunny
2020-02-07,Station1,0.32264312307443177,9.764423441807672,59.73596189501097,2.180277313230461,Cloudy
2020-02-08,Station1,18.210301088627173,0.4844421252795472,91.2910825916735,19.996687621467682,Partly Cloudy
2020-02-09,Station1,7.213841745598685,0.0,34.36069187795387,6.592008876543294,Snow
2020-02-10,Station1,32.179559984860745,3.967636242263699,82.2305830031845,15.590413551280008,Partly Cloudy
2020-02-11,Station1,6.963516082165274,0.0,57.55227331702028,7.3953350586182225,Snow
2020-02-12,Station1,19.82194554782653,0.0,41.74176953741953,18.293651589306737,Sunny
2020-02-13,Station1,28.87109963220113,0.0,66.99341200991273,10.388737299994553,Partly Cloudy
2020-02-14,Station1,-4.97167027695805,0.0,51.43265935130984,18.977909880692877,Partly Cloudy
2020-02-15,Station1,12.803857285304908,0.0,62.31384366132179,15.74937280588098,Rain
2020-02-16,Station1,-3.6503223630605968,0.0,44.75569039153246,5.228135287280999,Partly Cloudy
2020-02-17,Station1,26.624250606093888,1.7754049581427023,42.700615979533325,4.796449130848302,Cloudy
2020-02-18,Station1,12.66189519345264,0.0,60.36472870749101,2.097942027737074,Partly Cloudy
2020-02-19,Station1,26.450592767864727,3.2054568573791,63.9335846329184,12.381990807022909,Rain
2020-02-20,Station1,17.683809401108558,6.580354582894535,74.80748439370143,16.271550909875764,Rain
2020-02-21,Station1,-8.782535481552689,0.0,71.37649836910775,10.294747806211221,Rain
2020-02-22,Station1,11.726514290663225,0.0,93.27783698704077,8.940670010640563,Sunny
2020-02-23,Station1,23.577376323675303,0.0,93.17142552953013,19.084196957120596,Cloudy
2020-02-24,Station1,26.720126879079153,0.0,90.80957174568907,19.274347662773764,Cloudy
2020-02-25,Station1,-5.686684792758334,3.393589388312137,60.07414016090668,9.764368046775328,Partly Cloudy
2020-02-26,Station1,-2.9635250001383753,0.0,82.51881592881112,0.05943412479757493,Snow
2020-02-27,Station1,16.38693472633289,9.781281313463069,74.34835488467382,1.0726446151766855,Sunny
2020-02-28,Station1,-4.523456397973604,0.0,47.77566385320152,0.16370295930155931,Partly Cloudy
2020-02-29,Station1,22.93176203214989,0.0,56.24796845670991,11.040373922301587,Partly Cloudy
2020-03-01,Station1,-9.435693273870397,0.0,74.99990412206667,2.1442438397694907,Partly Cloudy
2020-03-02,Station1,14.459914417077492,0.0,65.8413393673949,8.113829395947551,Rain
2020-03-03,Station1,-0.9038989458918465,0.8344192522468719,48.16156112182658,9.54945224571482,Snow
2020-03-04,Station1,12.763592000233064,0.0,43.85923236707112,18.67022279647066,Snow
2020-03-05,Station1,10.77432920748058,0.0,49.01279158053199,6.543640963213136,Cloudy
2020-03-06,Station1,3.5662778623516065,3.7201352514102757,65.85952618014113,19.18843504993117,Rain
2020-03-07,Station1,16.90877408391975,4.357935618466341,88.79346559970068,2.815331097162399,Rain
2020-03-08,Station1,16.63641982217217,8.79958089629802,60.82942586067511,9.293321988541301,Partly Cloudy
2020-03-09,Station1,-0.43746551050121774,6.250290496877176,91.66779561132084,0.7133425912314562,Partly Cloudy
2020-03-10,Station1,12.621528194061877,0.0,71.49230463328446,6.854284008829983,Cloudy
2020-03-11,Station1,2.3424175471050503,9.709145673487667,48.634271435654796,10.259693461525393,Rain
2020-03-12,Station1,8.82158166082952,4.282609750044315,33.13325880523529,11.348872523288058,Rain
2020-03-13,Station1,4.91829861531393,0.0,70.21130366191058,6.24661531648586,Rain
2020-03-14,Station1,15.04644344591,6.760755451999079,31.509562716996864,18.713915848265117,Rain
2020-03-15,Station1,33.78855103944106,0.0,57.657821975496326,3.8182761776296426,Snow
2020-03-16,Station1,5.775874091538533,9.125460035223458,87.23350513551358,7.55954523821516,Snow
2020-03-17,Station1,34.05675788246609,0.0,79.48368262833543,12.688016239603638,Snow
2020-03-18,Station1,22.18050331460084,0.0,77.85332648094607,14.65808203633426,Snow
2020-03-19,Station1,-9.712329740659383,0.0,58.158150759730816,0.7789969108790662,Snow
2020-03-20,Station1,10.10399982750921,0.0,95.52341881701005,10.08154070483813,Cloudy
2020-03-21,Station1,-6.226490763569894,9.029136648057502,54.55580743607446,14.082245871123488,Cloudy
2020-03-22,Station1,6.3117755509050895,0.0,68.43914549600768,2.1206738185416407,Rain
2020-03-23,Station1,9.114761696311088,0.0,30.70065743485482,3.254090201199986,Cloudy
2020-03-24,Station1,31.55494408568397,0.0,79.15203122912887,0.571767860055159,Snow
2020-03-25,Station1,16.358995872314043,6.861480923503892,40.863645211986935,13.127883258785406,Sunny
2020-03-26,Station1,15.36961388183403,0.8651368571943674,51.83981926124591,5.034114538314425,Snow
2020-03-27,Station1,8.73315254234986,0.0,53.81496756385489,10.106536929934741,Rain
2020-03-28,Station1,-9.571661584223028,3.256254673317649,50.03349066042071,4.013661756942469,Partly Cloudy
2020-03-29,Station1,32.9366931012783,2.4060829575498177,50.1989695861948,11.083777483175544,Sunny
2020-03-30,Station1,-5.083668247743872,0.0,34.1935607720431,7.66359074858271,Rain
2020-03-31,Station1,2.4245780809599573,0.0,72.73029033142298,1.3261787786549295,Snow
2020-04-01,Station1,26.401295094457225,0.0,34.82994659112212,7.976854169619481,Partly Cloudy
2020-04-02,Station1,8.32713116444296,7.272456790706229,85.96231657312022,9.334422300806988,Rain
2020-04-03,Station1,14.454053226246995,0.0,64.4420571470805,6.084059379692701,Partly Cloudy
2020-04-04,Station1,24.772461186311453,0.0,33.14579365393766,7.579933922575048,Sunny
2020-04-05,Station1,-7.1207573719017265,4.1219218331463185,62.18323224588782,3.082971990499732,Sunny
2020-04-06,Station1,22.66075188906622,0.0,63.529101839460814,11.168986303714462,Rain
2020-04-07,Station1,0.38865905670911083,5.1414973758596085,67.1361250218716,7.408033644058523,Rain
2020-04-08,Station1,2.0278683781921725,0.0,38.46035655187052,5.104720427682066,Sunny
2020-04-09,Station1,10.620825571823477,0.0,58.93385505454799,1.078407332551472,Sunny
2020-04-10,Station1,27.52328719409003,0.0,76.60868926325513,6.4421066038569474,Cloudy
2020-04-11,Station1,29.527361656122366,0.0,63.376287269727115,15.176406136183553,Cloudy
2020-04-12,Station1,-8.101758115935842,0.0,41.44675050976588,15.689177508004924,Snow
2020-04-13,Station1,33.855677109543386,0.0,31.116877458852777,12.402915290349107,Sunny
2020-04-14,Station1,15.650607843320874,5.465356162889712,78.33884669597549,11.955881847866019,Cloudy
2020-04-15,Station1,27.57558678332932,0.661452550358308,96.12518555318981,10.562298969967959,Rain
2020-04-16,Station1,28.66907905144933,0.4616625155238041,76.24773087576988,5.635542053808116,Partly Cloudy
2020-04-17,Station1,3.8046026244912525,0.0,79.33688920261181,4.780216345042652,Cloudy
2020-04-18,Station1,-5.007507589299661,3.4554229830235617,98.99642374024987,1.4045297387811906,Snow
2020-04-19,Station1,28.508424511368993,0.0,38.98933210192473,8.33314124974204,Snow
2020-04-20,Station1,-9.056425619333973,0.0,73.7777171771547,0.49068389061862616,Sunny
2020-04-21,Station1,3.9110103708166672,9.631629289022408,94.42335907403816,16.46307237863836,Rain
2020-04-22,Station1,9.10674299321915,0.0,87.3461922140335,7.715893244057057,Partly Cloudy
2020-04-23,Station1,27.18800451360226,0.0,33.386534712409,6.662869063711194,Snow
2020-04-24,Station1,-0.5538867119523996,0.0,74.61226557682971,1.4227771421584134,Cloudy
2020-04-25,Station1,7.695302619268446,0.0,50.972971997938885,3.246986399480445,Cloudy
2020-04-26,Station1,-3.1615875413841508,1.9374340579327942,93.41386482681044,19.825298779543235,Rain
2020-04-27,Station1,11.731379985495039,1.8287121334837309,50.96988052072257,8.560282982884143,Snow
2020-04-28,Station1,0.3976313006645871,3.3730362701731553,71.0307204030932,8.340596784953318,Snow
2020-04-29,Station1,5.322033678677464,0.0,41.56142697888986,18.15587494441776,Partly Cloudy
2020-04-30,Station1,22.943486187424384,2.4414922861020405,89.3745145955923,18.704394920001498,Cloudy
2020-05-01,Station1,29.264317758623967,0.0,34.63677080136617,0.7014061162573215,Snow
2020-05-02,Station1,-5.489347406366938,0.0,50.63188162140653,5.29540489429714,Cloudy
2020-05-03,Station1,16.642953984998403,2.1744713430870077,88.29749470564974,17.85414830749471,Sunny
2020-05-04,Station1,20.440001966078082,0.0,62.56391057907908,19.855549872750903,Rain
2020-05-05,Station1,19.494980243908493,0.0,91.77187798236227,6.666113867838064,Partly Cloudy
2020-05-06,Station1,30.932405294785646,0.0,88.86954879734526,19.669389534047944,Sunny
2020-05-07,Station1,-0.44066935338402047,0.8034967201843068,46.64818986219889,1.7194320242968852,Rain
2020-05-08,Station1,11.380950003667024,6.1309253432003255,97.23133366965293,9.260580389432885,Cloudy
2020-05-09,Station1,-4.181615296110495,0.39763389539698046,61.513019988617884,8.3077203986491,Sunny
2020-05-10,Station1,-8.774830892598846,0.0,35.48908412117679,18.669401607021207,Rain
2020-05-11,Station1,26.908676546828154,4.671125376153289,70.86966219765421,11.754122855112112,Sunny
2020-05-12,Station1,13.034605913236312,0.0,82.21810695692312,19.246643159932837,Rain
2020-05-13,Station1,-6.769703217332701,0.0,53.54850804798014,0.12445682980639416,Sunny
2020-05-14,Station1,24.144863955530994,0.0,92.89719088655855,4.316916562728592,Cloudy
2020-05-15,Station1,16.23245775432552,0.0,39.37315882237701,8.56201970974017,Rain
2020-05-16,Station1,-4.930219799519574,0.0,41.67792606034843,8.560991255768721,Cloudy
2020-05-17,Station1,27.628982688056823,0.0,94.5566806779109,12.531822048602898,Cloudy
2020-05-18,Station1,22.72415397901272,8.801644081226708,47.921403679628106,18.974952776931488,Cloudy
2020-05-19,Station1,-7.853675615918719,2.5763577045258157,38.95173526958275,12.387957545221687,Cloudy
